@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
667,'2017/11/01 22:00:54:273',3,1,0.9663,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
668,'2017/11/01 22:00:54:309',3,1,0.9663,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
669,'2017/11/01 22:00:54:329',3,1,0.9663,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
670,'2017/11/01 22:00:54:358',3,1,0.966545,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
671,'2017/11/01 22:00:54:382',3,1,0.966545,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
672,'2017/11/01 22:00:54:410',3,1,0.9663,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
673,'2017/11/01 22:00:54:425',3,1,0.9663,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
674,'2017/11/01 22:00:54:448',3,1,0.966545,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
675,'2017/11/01 22:00:54:473',3,1,0.966545,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
676,'2017/11/01 22:00:54:499',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
677,'2017/11/01 22:00:54:525',3,1,0.966545,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
678,'2017/11/01 22:00:54:548',3,1,0.9663,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
679,'2017/11/01 22:00:54:573',3,1,0.966545,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
680,'2017/11/01 22:00:54:598',3,1,0.9663,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
681,'2017/11/01 22:00:54:625',3,1,0.9663,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
682,'2017/11/01 22:00:54:648',3,1,0.9663,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
683,'2017/11/01 22:00:54:673',3,1,0.9663,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
684,'2017/11/01 22:00:54:698',3,1,0.9663,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
685,'2017/11/01 22:00:54:724',3,1,0.966545,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
686,'2017/11/01 22:00:54:749',3,1,0.966789,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
687,'2017/11/01 22:00:54:773',3,1,0.966789,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
688,'2017/11/01 22:00:54:799',3,1,0.966545,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
689,'2017/11/01 22:00:54:824',3,1,0.966789,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
690,'2017/11/01 22:00:54:853',3,1,0.966789,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
691,'2017/11/01 22:00:54:882',3,1,0.966789,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
692,'2017/11/01 22:00:54:910',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
693,'2017/11/01 22:00:54:935',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
694,'2017/11/01 22:00:54:967',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
695,'2017/11/01 22:00:54:978',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
696,'2017/11/01 22:00:55:005',3,1,0.966545,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
697,'2017/11/01 22:00:55:034',3,1,0.966545,0.030037,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
698,'2017/11/01 22:00:55:063',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
699,'2017/11/01 22:00:55:074',3,1,0.966545,0.030037,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
700,'2017/11/01 22:00:55:098',3,1,0.966789,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
701,'2017/11/01 22:00:55:124',3,1,0.967033,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
702,'2017/11/01 22:00:55:157',3,1,0.967033,0.029548,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
703,'2017/11/01 22:00:55:183',3,1,0.967277,0.029792,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
704,'2017/11/01 22:00:55:199',3,1,0.967033,0.029792,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
705,'2017/11/01 22:00:55:224',3,1,0.967033,0.029792,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
706,'2017/11/01 22:00:55:251',3,1,0.967033,0.029792,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
707,'2017/11/01 22:00:55:274',3,1,0.967033,0.030037,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
708,'2017/11/01 22:00:55:303',3,1,0.967033,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
709,'2017/11/01 22:00:55:337',3,1,0.967033,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
710,'2017/11/01 22:00:55:363',3,1,0.967277,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
711,'2017/11/01 22:00:55:387',3,1,0.967277,0.029792,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
712,'2017/11/01 22:00:55:418',3,1,0.967277,0.029548,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
713,'2017/11/01 22:00:55:423',3,1,0.967521,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
714,'2017/11/01 22:00:55:448',3,1,0.967521,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
715,'2017/11/01 22:00:55:473',3,1,0.967766,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
716,'2017/11/01 22:00:55:502',3,1,0.967766,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
717,'2017/11/01 22:00:55:529',3,1,0.967766,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
718,'2017/11/01 22:00:55:549',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
719,'2017/11/01 22:00:55:573',3,1,0.967521,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
720,'2017/11/01 22:00:55:599',3,1,0.967277,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
721,'2017/11/01 22:00:55:625',3,1,0.967277,0.029792,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
722,'2017/11/01 22:00:55:654',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
723,'2017/11/01 22:00:55:690',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
724,'2017/11/01 22:00:55:698',3,1,0.967766,0.029792,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
725,'2017/11/01 22:00:55:723',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
726,'2017/11/01 22:00:55:758',3,1,0.967766,0.030037,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
727,'2017/11/01 22:00:55:790',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
728,'2017/11/01 22:00:55:823',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
729,'2017/11/01 22:00:55:824',3,1,0.967521,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
730,'2017/11/01 22:00:55:861',3,1,0.967277,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
731,'2017/11/01 22:00:55:889',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
732,'2017/11/01 22:00:55:921',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
733,'2017/11/01 22:00:55:923',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
734,'2017/11/01 22:00:55:949',3,1,0.967277,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
735,'2017/11/01 22:00:55:973',3,1,0.967277,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
736,'2017/11/01 22:00:56:004',3,1,0.967033,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
737,'2017/11/01 22:00:56:040',3,1,0.967033,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
738,'2017/11/01 22:00:56:049',3,1,0.967277,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
739,'2017/11/01 22:00:56:075',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
740,'2017/11/01 22:00:56:103',3,1,0.967277,0.030037,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
741,'2017/11/01 22:00:56:133',3,1,0.967521,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
742,'2017/11/01 22:00:56:163',3,1,0.967521,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
743,'2017/11/01 22:00:56:182',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
744,'2017/11/01 22:00:56:206',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
745,'2017/11/01 22:00:56:236',3,1,0.967277,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
746,'2017/11/01 22:00:56:249',3,1,0.967033,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
747,'2017/11/01 22:00:56:274',3,1,0.967033,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
748,'2017/11/01 22:00:56:298',3,1,0.967033,0.030525,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
749,'2017/11/01 22:00:56:327',3,1,0.967033,0.030525,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
750,'2017/11/01 22:00:56:349',3,1,0.967277,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
751,'2017/11/01 22:00:56:382',3,1,0.967033,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
752,'2017/11/01 22:00:56:412',3,1,0.967033,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
753,'2017/11/01 22:00:56:426',3,1,0.967033,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
754,'2017/11/01 22:00:56:449',3,1,0.967033,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
755,'2017/11/01 22:00:56:473',3,1,0.967033,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
756,'2017/11/01 22:00:56:502',3,1,0.967033,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
757,'2017/11/01 22:00:56:535',3,1,0.967277,0.030037,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
758,'2017/11/01 22:00:56:563',3,1,0.967033,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
759,'2017/11/01 22:00:56:593',3,1,0.967033,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
760,'2017/11/01 22:00:56:617',3,1,0.967033,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
761,'2017/11/01 22:00:56:624',3,1,0.967033,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
762,'2017/11/01 22:00:56:648',3,1,0.966789,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
763,'2017/11/01 22:00:56:675',3,1,0.967033,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
764,'2017/11/01 22:00:56:706',3,1,0.967033,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
765,'2017/11/01 22:00:56:735',3,1,0.967033,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
766,'2017/11/01 22:00:56:768',3,1,0.967033,0.030525,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
767,'2017/11/01 22:00:56:773',3,1,0.967277,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
768,'2017/11/01 22:00:56:818',3,1,0.967521,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
769,'2017/11/01 22:00:56:824',3,1,0.967521,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
770,'2017/11/01 22:00:56:851',3,1,0.967521,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
771,'2017/11/01 22:00:56:880',3,1,0.967521,0.030281,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
772,'2017/11/01 22:00:56:906',3,1,0.967521,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
773,'2017/11/01 22:00:56:932',3,1,0.967277,0.030525,0.819608,0.827508,0.48004,0.864764,0.609665,0.419739
774,'2017/11/01 22:00:56:958',3,1,0.967277,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
775,'2017/11/01 22:00:56:987',3,1,0.967521,0.030281,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
776,'2017/11/01 22:00:56:999',3,1,0.967277,0.030525,0.823529,0.827508,0.48004,0.864764,0.609665,0.419739
777,'2017/11/01 22:00:57:023',3,1,0.967277,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
778,'2017/11/01 22:00:57:053',3,1,0.967277,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
779,'2017/11/01 22:00:57:075',3,1,0.967277,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
780,'2017/11/01 22:00:57:098',3,1,0.967277,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
781,'2017/11/01 22:00:57:123',3,1,0.967521,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
782,'2017/11/01 22:00:57:155',3,1,0.967277,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
783,'2017/11/01 22:00:57:189',3,1,0.967277,0.030525,0.815686,0.827508,0.48004,0.864764,0.609665,0.419739
784,'2017/11/01 22:00:57:207',3,1,0.967277,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
785,'2017/11/01 22:00:57:229',3,1,0.967033,0.030769,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
786,'2017/11/01 22:00:57:253',3,1,0.967033,0.031013,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
787,'2017/11/01 22:00:57:280',3,1,0.967033,0.031013,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
788,'2017/11/01 22:00:57:306',3,1,0.967033,0.031013,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
789,'2017/11/01 22:00:57:324',3,1,0.966789,0.031013,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
790,'2017/11/01 22:00:57:349',3,1,0.966545,0.031013,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
791,'2017/11/01 22:00:57:374',3,1,0.966789,0.031013,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
792,'2017/11/01 22:00:57:401',3,1,0.966789,0.030769,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
793,'2017/11/01 22:00:57:434',3,1,0.967033,0.030769,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
794,'2017/11/01 22:00:57:448',3,1,0.967033,0.030769,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
795,'2017/11/01 22:00:57:474',3,1,0.967277,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
796,'2017/11/01 22:00:57:499',3,1,0.967277,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
797,'2017/11/01 22:00:57:524',3,1,0.967521,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
798,'2017/11/01 22:00:57:553',3,1,0.967521,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
799,'2017/11/01 22:00:57:582',3,1,0.967277,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
800,'2017/11/01 22:00:57:603',3,1,0.967277,0.030525,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
801,'2017/11/01 22:00:57:632',3,1,0.967033,0.030525,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
802,'2017/11/01 22:00:57:655',3,1,0.966789,0.030525,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
803,'2017/11/01 22:00:57:689',3,1,0.966789,0.030525,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
804,'2017/11/01 22:00:57:706',3,1,0.966789,0.030769,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
805,'2017/11/01 22:00:57:733',3,1,0.967033,0.030769,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
806,'2017/11/01 22:00:57:757',3,1,0.967277,0.030769,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
807,'2017/11/01 22:00:57:789',3,1,0.967766,0.030525,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
808,'2017/11/01 22:00:57:811',3,1,0.967766,0.030525,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
809,'2017/11/01 22:00:57:833',3,1,0.967766,0.030281,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
810,'2017/11/01 22:00:57:859',3,1,0.967521,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
811,'2017/11/01 22:00:57:889',3,1,0.967277,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
812,'2017/11/01 22:00:57:919',3,1,0.967033,0.030281,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
813,'2017/11/01 22:00:57:924',3,1,0.967033,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
814,'2017/11/01 22:00:57:955',3,1,0.967033,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
815,'2017/11/01 22:00:57:981',3,1,0.967277,0.030281,0.811765,0.827508,0.48004,0.864764,0.609665,0.419739
816,'2017/11/01 22:00:58:013',3,1,0.967277,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
817,'2017/11/01 22:00:58:024',3,1,0.967033,0.030281,0.807843,0.827508,0.48004,0.864764,0.609665,0.419739
818,'2017/11/01 22:00:58:049',3,1,0.967277,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
819,'2017/11/01 22:00:58:074',3,1,0.967277,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
820,'2017/11/01 22:00:58:098',3,1,0.967277,0.030281,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
821,'2017/11/01 22:00:58:124',3,1,0.967521,0.030037,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
822,'2017/11/01 22:00:58:162',3,1,0.967521,0.030037,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
823,'2017/11/01 22:00:58:184',3,1,0.967521,0.030037,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
824,'2017/11/01 22:00:58:209',3,1,0.967766,0.030037,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
825,'2017/11/01 22:00:58:224',3,1,0.967766,0.030037,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
826,'2017/11/01 22:00:58:249',3,1,0.967766,0.030037,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
827,'2017/11/01 22:00:58:274',3,1,0.96801,0.030037,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
828,'2017/11/01 22:00:58:305',3,1,0.96801,0.029792,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
829,'2017/11/01 22:00:58:332',3,1,0.96801,0.029792,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
830,'2017/11/01 22:00:58:351',3,1,0.96801,0.029792,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
831,'2017/11/01 22:00:58:382',3,1,0.96801,0.029792,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
832,'2017/11/01 22:00:58:399',3,1,0.96801,0.029792,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
833,'2017/11/01 22:00:58:424',3,1,0.967766,0.029792,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
834,'2017/11/01 22:00:58:448',3,1,0.967766,0.029792,0.8,0.827508,0.48004,0.864764,0.609665,0.419739
835,'2017/11/01 22:00:58:474',3,1,0.967766,0.029792,0.803922,0.827508,0.48004,0.864764,0.609665,0.419739
836,'2017/11/01 22:00:58:499',3,1,0.967766,0.029792,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
837,'2017/11/01 22:00:58:524',3,1,0.967766,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
838,'2017/11/01 22:00:58:549',3,1,0.96801,0.029792,0.796078,0.827508,0.48004,0.864764,0.609665,0.419739
839,'2017/11/01 22:00:58:583',3,1,0.968254,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
840,'2017/11/01 22:00:58:599',3,1,0.968498,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
841,'2017/11/01 22:00:58:624',3,1,0.968742,0.029548,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
842,'2017/11/01 22:00:58:650',3,1,0.968742,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
843,'2017/11/01 22:00:58:674',3,1,0.968498,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
844,'2017/11/01 22:00:58:705',3,1,0.968254,0.029792,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
845,'2017/11/01 22:00:58:737',3,1,0.96801,0.029792,0.792157,0.827508,0.48004,0.864764,0.609665,0.419739
846,'2017/11/01 22:00:58:773',3,1,0.96801,0.029792,0.788235,0.827508,0.48004,0.864764,0.609665,0.419739
847,'2017/11/01 22:00:58:774',3,1,0.967766,0.030037,0.780392,0.827508,0.48004,0.864764,0.609665,0.419739
848,'2017/11/01 22:00:58:813',3,1,0.968254,0.030037,0.780392,0.827508,0.48004,0.864764,0.609665,0.419739
849,'2017/11/01 22:00:58:836',3,1,0.968498,0.030037,0.745098,0.827508,0.48004,0.864764,0.609665,0.419739
850,'2017/11/01 22:00:58:871',3,1,0.967033,0.02906,0.635294,0.827508,0.48004,0.864764,0.609665,0.419739
851,'2017/11/01 22:00:58:873',3,1,0.967766,0.024908,0.45098,0.827508,0.48004,0.864764,0.609665,0.419739
852,'2017/11/01 22:00:58:905',3,1,0.973871,0.009035,0.196078,0.827508,0.48004,0.864764,0.609665,0.419739
853,'2017/11/01 22:00:58:934',3,1,0.99995,0,0.023529,0.827508,0.48004,0.864764,0.609665,0.419739
854,'2017/11/01 22:00:58:955',3,1,0.99995,0,0,0.827508,0.48004,0.864764,0.609665,0.419739
855,'2017/11/01 22:01:35:213',4,1,0.98022,0.990232,0.309804,0.372169,0.280978,0.704453,0.167179,0.339333
856,'2017/11/01 22:01:35:215',4,1,0.980464,0.990476,0.309804,0.372169,0.280978,0.704453,0.167179,0.339333
857,'2017/11/01 22:01:35:215',4,1,0.980708,0.990476,0.309804,0.372169,0.280978,0.704453,0.167179,0.339333
858,'2017/11/01 22:01:35:215',4,1,0.980464,0.990476,0.309804,0.372169,0.280978,0.704453,0.167179,0.339333
859,'2017/11/01 22:01:35:215',4,1,0.980708,0.990232,0.309804,0.372169,0.280978,0.704453,0.167179,0.339333
860,'2017/11/01 22:01:35:229',4,1,0.980464,0.990232,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
861,'2017/11/01 22:01:35:251',4,1,0.98022,0.989988,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
862,'2017/11/01 22:01:35:274',4,1,0.98022,0.989744,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
863,'2017/11/01 22:01:35:302',4,1,0.979976,0.989988,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
864,'2017/11/01 22:01:35:336',4,1,0.979976,0.989988,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
865,'2017/11/01 22:01:35:350',4,1,0.98022,0.989988,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
866,'2017/11/01 22:01:35:374',4,1,0.979976,0.989744,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
867,'2017/11/01 22:01:35:399',4,1,0.979976,0.989988,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
868,'2017/11/01 22:01:35:425',4,1,0.979976,0.990232,0.298039,0.372169,0.280978,0.704453,0.167179,0.339333
869,'2017/11/01 22:01:35:452',4,1,0.979976,0.989988,0.298039,0.372169,0.280978,0.704453,0.167179,0.339333
870,'2017/11/01 22:01:35:485',4,1,0.979731,0.990476,0.298039,0.372169,0.280978,0.704453,0.167179,0.339333
871,'2017/11/01 22:01:35:517',4,1,0.979731,0.990232,0.298039,0.372169,0.280978,0.704453,0.167179,0.339333
872,'2017/11/01 22:01:35:530',4,1,0.979731,0.990232,0.298039,0.372169,0.280978,0.704453,0.167179,0.339333
873,'2017/11/01 22:01:35:554',4,1,0.979976,0.989988,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
874,'2017/11/01 22:01:35:584',4,1,0.979976,0.990232,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
875,'2017/11/01 22:01:35:599',4,1,0.979731,0.990232,0.298039,0.372169,0.280978,0.704453,0.167179,0.339333
876,'2017/11/01 22:01:35:624',4,1,0.979976,0.989988,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
877,'2017/11/01 22:01:35:650',4,1,0.979731,0.989988,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
878,'2017/11/01 22:01:35:674',4,1,0.979731,0.990232,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
879,'2017/11/01 22:01:35:699',4,1,0.979731,0.989988,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
880,'2017/11/01 22:01:35:724',4,1,0.979731,0.989988,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
881,'2017/11/01 22:01:35:750',4,1,0.979731,0.990232,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
882,'2017/11/01 22:01:35:776',4,1,0.979731,0.990232,0.301961,0.372169,0.280978,0.704453,0.167179,0.339333
883,'2017/11/01 22:01:35:808',4,1,0.979731,0.989988,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
884,'2017/11/01 22:01:35:836',4,1,0.979976,0.989988,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
885,'2017/11/01 22:01:35:849',4,1,0.979976,0.990476,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
886,'2017/11/01 22:01:35:874',4,1,0.979976,0.990232,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
887,'2017/11/01 22:01:35:903',4,1,0.98022,0.990476,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
888,'2017/11/01 22:01:35:936',4,1,0.98022,0.99072,0.305882,0.372169,0.280978,0.704453,0.167179,0.339333
